2.048016787415796736e-01,2.493660605146774123e-01,2.708253632408942901e-01,2.750068975028476248e-01
3.277121100181463187e-01,2.327581661911582722e-01,3.360509925052350688e-01,1.034787312854608121e-01
1.980735934293930967e-01,2.510768864472114892e-01,2.592717928868660260e-01,2.915777272365291939e-01
1.799801484872391721e-01,2.210237627345265909e-01,2.065434051457094855e-01,3.924526836325284429e-01
1.786190368295254294e-01,2.463065880271791686e-01,2.173101459955468218e-01,3.577642291477513559e-01
3.527135937261525744e-01,2.195236182413859982e-01,3.540755342701207842e-01,7.368725376234087909e-02
2.211535373774113078e-01,2.430418331673051546e-01,2.707760763503540002e-01,2.650285531049301757e-01
3.199752798251734309e-01,2.562804795696706495e-01,3.277827980342467584e-01,9.596144257091018814e-02
2.972090056491468180e-01,2.957221996348074478e-01,3.027947058027350979e-01,1.042740889133122878e-01
3.012282541633596322e-01,1.113348405103671973e-01,3.298272769351085487e-01,2.576096283911626372e-01
1.876338193587893666e-01,2.816079925955031205e-01,2.605753979564266465e-01,2.701827900892799783e-01
2.993358907704873340e-01,1.120573986788152981e-01,3.272688807127524524e-01,2.613378298379427922e-01
2.321453636967728273e-01,1.478997341074451966e-01,2.518167589141379614e-01,3.681381432816441812e-01
3.332212594591869026e-01,2.315705945309777525e-01,3.384424074981006725e-01,9.676573851173515817e-02
1.715588797599193194e-01,2.543893001286252620e-01,2.144345350337831801e-01,3.596172850776750973e-01
2.673614555038960061e-01,2.095554139594649756e-01,3.095377247486854055e-01,2.135454057879540013e-01
2.910100719958573778e-01,1.155357093590673734e-01,3.157885645952865361e-01,2.776656540497869918e-01
3.427223216601495981e-01,2.245351475797252028e-01,3.454354250402526527e-01,8.730710571987290725e-02
3.252872590616894266e-01,1.072138027977874719e-01,3.649057434134247990e-01,2.025931947270964151e-01
1.843010617755508340e-01,2.170355333942607379e-01,2.101313393634431370e-01,3.885320654667490103e-01
2.644343253964786533e-01,1.260180362606798665e-01,3.004630839766885275e-01,3.090845543661519534e-01
1.775505226071494858e-01,2.618662057866001924e-01,2.277762209706743757e-01,3.328070506355776947e-01
1.769172612914761411e-01,2.921651436154253378e-01,2.547399047582500353e-01,2.761776903348472367e-01
2.229244201773960543e-01,2.219875269561058240e-01,2.822422254287370591e-01,2.728458274377603132e-01
3.288641723849065057e-01,1.042311111032599991e-01,3.688873044305201465e-01,1.980174120813111005e-01
3.015518129331368202e-01,2.919409759349689826e-01,3.057840030982919566e-01,1.007232080336038088e-01
1.934675905082965386e-01,2.682814209325077859e-01,2.630601850832879340e-01,2.751908034759069088e-01
3.245115673165848702e-01,1.067270330380736681e-01,3.641617268057163459e-01,2.045996728396228814e-01
3.406901903838028822e-01,2.410430928213241342e-01,3.412915509505562994e-01,7.697516584431748909e-02
3.377676729982448389e-01,2.457650445694603003e-01,3.368808384438657932e-01,7.958644398843034429e-02
2.846226718411468681e-01,1.179127555550287670e-01,3.073137412445635097e-01,2.901508313592590094e-01
3.234471176893806699e-01,2.664798178282892782e-01,3.224496180690147318e-01,8.762344641331688833e-02
1.806470606110256727e-01,2.938950996005320615e-01,2.549015232438781586e-01,2.705563165445633023e-01
1.805777103680110407e-01,2.183115894468769802e-01,2.061787375661882360e-01,3.949319626189274901e-01
3.183964164805197505e-01,1.093935528656596601e-01,3.567198876806628172e-01,2.154901429731557461e-01
1.931766927514473597e-01,2.095528863719354762e-01,2.179598104325758678e-01,3.793106104440448489e-01
1.776427946913242129e-01,2.911367216730643137e-01,2.551253052981269920e-01,2.760951783374833712e-01
2.242203797836672396e-01,2.265402041254107046e-01,2.845948723491417143e-01,2.646445437417795365e-01
1.811764127193876694e-01,2.178827774922128813e-01,2.067412219976460519e-01,3.941995877907570889e-01
2.972291580961473612e-01,2.945780709987603774e-01,3.033829053845610857e-01,1.048098655205326191e-01
3.078150245207041391e-01,2.735573340657215247e-01,3.173432551086676767e-01,1.012843863049076171e-01
2.382891060994838939e-01,1.445482710300508566e-01,2.591702742471535537e-01,3.579923486233116958e-01
1.707902035934393548e-01,2.545122391287337749e-01,2.134704619577414697e-01,3.612270953200880652e-01
3.474625017405591487e-01,2.173046415523422203e-01,3.494018476992718503e-01,8.583100900782712761e-02
1.843649414841014300e-01,2.202492452723700256e-01,2.114476698188369752e-01,3.839381434246952884e-01
3.023557090258391922e-01,1.112485217167608620e-01,3.312873560469488665e-01,2.551084132104490254e-01
2.935802138946977391e-01,1.148321974190814471e-01,3.193758092873031362e-01,2.722117793989157208e-01
2.369756025745224648e-01,2.092181410340146763e-01,2.934244643159873989e-01,2.603817920754748494e-01
3.301619294683845740e-01,1.057971385707451445e-01,3.712482442963278562e-01,1.927926876645400800e-01
2.636970910278432778e-01,1.316887044721002931e-01,2.896117125931798597e-01,3.150024919068755702e-01
